,Lake,d2H
Ter,Erajarvi,-131.867341760273
Ter,Erajarvi,-117.315383836416
Ter,Erajarvi,-114.284823654714
Ter,Erajarvi,-108.292488036973
Ter,Erajarvi,-119.686300635006
Ter,Erajarvi,-96.6366632613986
Ter,Erajarvi,-108.534250160544
Ter,Erajarvi,-122.191691380562
Ter,Erajarvi,-105.190000646491
Ter,Erajarvi,-132.552370396917
Ter,Erajarvi,-110.405035577128
Ter,Erajarvi,-106.906644382817
Ter,Erajarvi,-135.683810630993
Ter,Erajarvi,-102.181402993931
Ter,Erajarvi,-121.813565245017
Ter,Erajarvi,-113.038147775532
Ter,Erajarvi,-126.985069253703
Ter,Erajarvi,-106.110611884173
Ter,Erajarvi,-103.189613688043
Ter,Erajarvi,-121.74426157521
Ter,Erajarvi,-113.972579417685
Ter,Erajarvi,-99.0270167681294
Ter,Erajarvi,-111.492755974297
Ter,Erajarvi,-115.856853629014
Ter,Erajarvi,-122.902755999884
Ter,Erajarvi,-123.371960328996
Ter,Erajarvi,-117.524852937725
Ter,Erajarvi,-123.988904762367
Ter,Erajarvi,-102.186855675086
Ter,Erajarvi,-124.013888630976
Ter,Erajarvi,-96.0201533818751
Ter,Erajarvi,-134.239070721621
Ter,Erajarvi,-122.860937236668
Ter,Erajarvi,-120.71435803059
Ter,Erajarvi,-116.41496957438
Ter,Erajarvi,-123.797435054811
Ter,Erajarvi,-121.542373433411
Ter,Erajarvi,-126.405804353108
Ter,Erajarvi,-122.554132227369
Ter,Erajarvi,-113.089410764903
Ter,Erajarvi,-120.414364964179
Ter,Erajarvi,-116.605964226126
Ter,Erajarvi,-122.229502165209
Ter,Erajarvi,-113.225798548084
Ter,Erajarvi,-109.513984840904
Ter,Erajarvi,-125.385533498457
Ter,Erajarvi,-123.561528323214
Ter,Erajarvi,-100.669565614863
Ter,Erajarvi,-116.511260748193
Ter,Erajarvi,-113.136352645736
Ter,Erajarvi,-117.195473329408
Ter,Erajarvi,-114.58318723566
Ter,Erajarvi,-120.833204929764
Ter,Erajarvi,-118.021235939886
Ter,Erajarvi,-99.6290786097437
Ter,Erajarvi,-122.86502996846
Ter,Erajarvi,-110.734346116963
Ter,Erajarvi,-113.553339280635
Ter,Erajarvi,-106.282899058127
Ter,Erajarvi,-104.89155180256
Ter,Erajarvi,-108.852731719775
Ter,Erajarvi,-107.190929756919
Ter,Erajarvi,-111.793023689145
Ter,Erajarvi,-98.5515906359857
Ter,Erajarvi,-106.567087290391
Aq,Haapajarvi,-178.089408157574
Aq,Haapajarvi,-234.530923092029
Aq,Haapajarvi,-188.152632070971
Aq,Haapajarvi,-140.677253804125
Aq,Haapajarvi,-191.70987258404
Aq,Haapajarvi,-209.663380910068
Aq,Haapajarvi,-179.98954063442
Aq,Haapajarvi,-223.617306699666
Aq,Haapajarvi,-160.412726522926
Aq,Haapajarvi,-181.174214745518
Aq,Haapajarvi,-187.336640968442
Aq,Haapajarvi,-219.958218050194
Aq,Haapajarvi,-155.231979345116
Aq,Haapajarvi,-181.164115724162
Aq,Haapajarvi,-212.982120359419
Aq,Haapajarvi,-157.486785027023
Aq,Haapajarvi,-219.718262630025
Aq,Haapajarvi,-197.874182355984
Aq,Haapajarvi,-200.523862352015
Aq,Haapajarvi,-204.0741097835
Aq,Haapajarvi,-178.859180062158
Aq,Haapajarvi,-191.234094963416
Aq,Haapajarvi,-218.763001369025
Aq,Haapajarvi,-220.332833355076
Aq,Haapajarvi,-229.370030211097
Aq,Haapajarvi,-201.151344581643
Aq,Haapajarvi,-244.479786075711
Aq,Haapajarvi,-220.654437795741
Aq,Haapajarvi,-144.04236624544
Aq,Haapajarvi,-196.362382404146
Aq,Haapajarvi,-186.303197684089
Aq,Haapajarvi,-175.141682789513
Aq,Haapajarvi,-176.121160603006
Aq,Haapajarvi,-203.748536871657
Aq,Haapajarvi,-201.358308663914
Aq,Haapajarvi,-179.977265689222
Aq,Haapajarvi,-198.000339266246
Aq,Haapajarvi,-194.862667819716
Aq,Haapajarvi,-201.386695904663
Aq,Haapajarvi,-203.361857163754
Aq,Haapajarvi,-198.480147033675
Aq,Haapajarvi,-161.67745191344
Aq,Haapajarvi,-164.410294777909
Aq,Haapajarvi,-185.806137928839
Aq,Haapajarvi,-178.613459296942
Aq,Haapajarvi,-167.229408444678
Aq,Haapajarvi,-164.848391115869
Aq,Haapajarvi,-176.792797911567
Aq,Haapajarvi,-199.393051723148
Aq,Haapajarvi,-184.305350578993
Aq,Haapajarvi,-188.225065276876
Aq,Haapajarvi,-147.619455697162
Aq,Haapajarvi,-198.7109433738
Aq,Haapajarvi,-189.87319912919
Aq,Haapajarvi,-206.705866758849
Aq,Haapajarvi,-207.621906499485
Aq,Haapajarvi,-218.146354798157
Aq,Haapajarvi,-197.382707650957
Aq,Haapajarvi,-245.847107866534
Aq,Haapajarvi,-200.207451501931
Aq,Haapajarvi,-206.543528134607
Aq,Haapajarvi,-189.398944961849
Aq,Haapajarvi,-181.947783128321
Aq,Haapajarvi,-196.473892723278
Aq,Haapajarvi,-191.991930702349
Aq,Haapajarvi,-175.594697622121
Aq,Haapajarvi,-195.141122027498
Aq,Haapajarvi,-203.028444867758
Aq,Haapajarvi,-163.567027721914
Aq,Haapajarvi,-201.335951402862
Aq,Haapajarvi,-215.651039442531
Aq,Haapajarvi,-197.21204314415
Aq,Haapajarvi,-225.276452891169
Aq,Haapajarvi,-158.322399804795
Aq,Haapajarvi,-184.67109162487
Aq,Haapajarvi,-195.795193968795
Aq,Haapajarvi,-213.918617041113
Aq,Haapajarvi,-202.796842358517
Aq,Haapajarvi,-192.129119856242
Aq,Haapajarvi,-148.30844582472
Aq,Haapajarvi,-193.620325479102
Aq,Haapajarvi,-232.578992997256
Aq,Haapajarvi,-209.4676524137
Aq,Haapajarvi,-171.551294232817
Aq,Haapajarvi,-200.591915260555
Aq,Haapajarvi,-207.863159964351
Aq,Haapajarvi,-164.527281142172
Aq,Haapajarvi,-243.398736670144
Aq,Haapajarvi,-203.799084809484
Aq,Haapajarvi,-206.40261296558
Aq,Haapajarvi,-171.374092714882
Aq,Haapajarvi,-194.94369386687
Aq,Haapajarvi,-135.438497716538
Aq,Haapajarvi,-210.121601083256
Aq,Haapajarvi,-184.630358859216
Aq,Haapajarvi,-158.006849506114
Aq,Haapajarvi,-163.285243101284
Aq,Haapajarvi,-126.922754943377
Aq,Haapajarvi,-215.574700296389
Aq,Haapajarvi,-202.190591871317
Ter,Haapajarvi,-119.881593257608
Ter,Haapajarvi,-135.608067052041
Ter,Haapajarvi,-113.092605987029
Ter,Haapajarvi,-124.284565106393
Ter,Haapajarvi,-127.15078645052
Ter,Haapajarvi,-123.047484932527
Ter,Haapajarvi,-144.537357517282
Ter,Haapajarvi,-109.021346715773
Ter,Haapajarvi,-126.283961593647
Ter,Haapajarvi,-126.842638002171
Ter,Haapajarvi,-135.825054175426
Ter,Haapajarvi,-134.326497796308
Ter,Haapajarvi,-103.484677466312
Ter,Haapajarvi,-118.873970351932
Ter,Haapajarvi,-109.447678967351
Ter,Haapajarvi,-112.748274894127
Ter,Haapajarvi,-127.022690007036
Ter,Haapajarvi,-104.037528584982
Ter,Haapajarvi,-118.136192295709
Ter,Haapajarvi,-97.775736722886
Ter,Haapajarvi,-121.824588323816
Ter,Haapajarvi,-133.942104779671
Ter,Haapajarvi,-137.260571192347
Ter,Haapajarvi,-128.718550921847
Ter,Haapajarvi,-131.040904400765
Ter,Haapajarvi,-110.961783179661
Ter,Haapajarvi,-136.617326584245
Ter,Haapajarvi,-125.048923865947
Ter,Haapajarvi,-136.6512238446
Ter,Haapajarvi,-111.820695999767
Ter,Haapajarvi,-113.109448178686
Ter,Haapajarvi,-135.408248510465
Ter,Haapajarvi,-137.796507059245
Ter,Haapajarvi,-108.559455513729
Ter,Haapajarvi,-124.093652555127
Ter,Haapajarvi,-127.741016725765
Ter,Haapajarvi,-125.432753221361
Ter,Haapajarvi,-134.691501332326
Ter,Haapajarvi,-119.295324260791
Ter,Haapajarvi,-112.72406743251
Ter,Haapajarvi,-120.530265776391
Ter,Haapajarvi,-129.806499303031
Ter,Haapajarvi,-134.76205242249
Ter,Haapajarvi,-133.111154932218
Ter,Haapajarvi,-134.147649854518
Ter,Haapajarvi,-120.241203016349
Ter,Haapajarvi,-117.895530460635
Ter,Haapajarvi,-108.129011098475
Ter,Haapajarvi,-126.081558082313
Ter,Haapajarvi,-111.396918669755
Ter,Haapajarvi,-122.021866641765
Ter,Haapajarvi,-112.514956376239
Ter,Haapajarvi,-107.653607408286
Ter,Haapajarvi,-114.298475264581
Ter,Haapajarvi,-124.889204163344
Ter,Haapajarvi,-124.900493079637
Ter,Haapajarvi,-114.22460387564
Ter,Haapajarvi,-141.406665295646
Ter,Haapajarvi,-131.500872532957
Ter,Haapajarvi,-133.514857936877
Ter,Haapajarvi,-135.274893468498
Ter,Haapajarvi,-111.060284162991
Ter,Haapajarvi,-118.74854263327
Ter,Haapajarvi,-108.644203989606
Ter,Haapajarvi,-111.949462672528
Ter,Haapajarvi,-108.097960615499
Ter,Haapajarvi,-117.006800555846
Ter,Haapajarvi,-112.245881102382
Ter,Haapajarvi,-128.80320335942
Ter,Haapajarvi,-117.836913456961
Ter,Haapajarvi,-117.826300964856
Ter,Haapajarvi,-129.906229321893
Ter,Haapajarvi,-113.938814231811
Ter,Haapajarvi,-117.319846461905
Ter,Haapajarvi,-110.658771032593
Ter,Haapajarvi,-117.961439681909
Ter,Haapajarvi,-133.55540720597
Ter,Haapajarvi,-130.68279627014
Ter,Haapajarvi,-112.843985020398
Ter,Haapajarvi,-118.183129232178
Ter,Haapajarvi,-117.331440979938
Ter,Haapajarvi,-117.016902527117
Ter,Haapajarvi,-112.578886567358
Ter,Haapajarvi,-139.635085423235
Ter,Haapajarvi,-117.899502010033
Ter,Haapajarvi,-123.078875660819
Ter,Haapajarvi,-126.01861518025
Ter,Haapajarvi,-127.075383917688
Ter,Haapajarvi,-124.712453295822
Ter,Haapajarvi,-130.616789340868
Ter,Haapajarvi,-127.106353003374
Ter,Haapajarvi,-109.42796646341
Ter,Haapajarvi,-108.543186635227
Ter,Haapajarvi,-114.347716305189
Ter,Haapajarvi,-118.148011763017
Ter,Haapajarvi,-111.103353786854
Ter,Haapajarvi,-121.831581572092
Ter,Haapajarvi,-123.874332152063
Ter,Haapajarvi,-117.339553171637
Ter,Haapajarvi,-129.576314922598
Aq,Hameenjarvi,-207.760565786005
Aq,Hameenjarvi,-167.258651102063
Aq,Hameenjarvi,-127.794156179978
Aq,Hameenjarvi,-179.739729120092
Aq,Hameenjarvi,-196.730706024445
Aq,Hameenjarvi,-164.768357370855
Aq,Hameenjarvi,-184.583672925384
Aq,Hameenjarvi,-166.944743587233
Aq,Hameenjarvi,-197.913355244013
Aq,Hameenjarvi,-184.393009494463
Aq,Hameenjarvi,-176.744867695738
Aq,Hameenjarvi,-163.529162199803
Aq,Hameenjarvi,-163.175393445835
Aq,Hameenjarvi,-161.794553310437
Aq,Hameenjarvi,-150.677975141492
Aq,Hameenjarvi,-210.118702613427
Aq,Hameenjarvi,-145.913830758945
Aq,Hameenjarvi,-158.115527987799
Aq,Hameenjarvi,-176.398984992573
Aq,Hameenjarvi,-222.780378558421
Aq,Hameenjarvi,-199.974060986807
Aq,Hameenjarvi,-199.697587938039
Aq,Hameenjarvi,-177.043238095763
Aq,Hameenjarvi,-196.385806400136
Aq,Hameenjarvi,-138.510239182
Aq,Hameenjarvi,-162.066299203439
Aq,Hameenjarvi,-165.269007736649
Aq,Hameenjarvi,-139.594096645985
Aq,Hameenjarvi,-155.838607692719
Aq,Hameenjarvi,-214.833983929076
Aq,Hameenjarvi,-166.051029743727
Aq,Hameenjarvi,-164.656251152284
Aq,Hameenjarvi,-219.316897094292
Aq,Hameenjarvi,-154.283198605896
Aq,Hameenjarvi,-182.147089852684
Aq,Hameenjarvi,-179.347316562971
Aq,Hameenjarvi,-197.827785216275
Aq,Hameenjarvi,-161.447517809283
Aq,Hameenjarvi,-187.501080005824
Aq,Hameenjarvi,-177.704959760446
Aq,Hameenjarvi,-161.633256387188
Aq,Hameenjarvi,-224.249108341027
Aq,Hameenjarvi,-181.61048710107
Aq,Hameenjarvi,-151.858828952678
Aq,Hameenjarvi,-196.05932657923
Aq,Hameenjarvi,-162.54820720085
Aq,Hameenjarvi,-201.174832837187
Aq,Hameenjarvi,-137.262218487755
Aq,Hameenjarvi,-164.026364321157
Aq,Hameenjarvi,-189.947639297296
Aq,Hameenjarvi,-183.144142801294
Aq,Hameenjarvi,-161.766828010007
Aq,Hameenjarvi,-191.751664639481
Aq,Hameenjarvi,-187.264028880642
Aq,Hameenjarvi,-177.408657430142
Aq,Hameenjarvi,-190.417248259467
Aq,Hameenjarvi,-225.560223384474
Aq,Hameenjarvi,-192.835735751695
Aq,Hameenjarvi,-137.522334044017
Aq,Hameenjarvi,-160.690297523464
Aq,Hameenjarvi,-136.239899993804
Aq,Hameenjarvi,-173.956763005593
Aq,Hameenjarvi,-217.592054158427
Aq,Hameenjarvi,-164.951587908617
Aq,Hameenjarvi,-151.274429471236
Aq,Hameenjarvi,-192.546782369285
Aq,Hameenjarvi,-161.403315505266
Aq,Hameenjarvi,-198.755351293201
Aq,Hameenjarvi,-129.973712881518
Aq,Hameenjarvi,-171.318493637018
Aq,Hameenjarvi,-185.613214656597
Aq,Hameenjarvi,-185.146625226336
Aq,Hameenjarvi,-164.522333454498
Aq,Hameenjarvi,-171.796161902911
Aq,Hameenjarvi,-124.161265221985
Aq,Hameenjarvi,-233.768665523359
Aq,Hameenjarvi,-202.129794183697
Aq,Hameenjarvi,-177.718755610206
Aq,Hameenjarvi,-193.424483565002
Aq,Hameenjarvi,-165.648369964006
Aq,Hameenjarvi,-205.653521444689
Aq,Hameenjarvi,-172.791764317007
Aq,Hameenjarvi,-188.625319823516
Aq,Hameenjarvi,-153.271296352267
Aq,Hameenjarvi,-154.594755427844
Aq,Hameenjarvi,-176.749289944184
Aq,Hameenjarvi,-200.928021674195
Aq,Hameenjarvi,-225.785008088141
Aq,Hameenjarvi,-189.290500708724
Aq,Hameenjarvi,-191.683628096128
Aq,Hameenjarvi,-148.915033511892
Aq,Hameenjarvi,-192.130217992891
Aq,Hameenjarvi,-153.089055272026
Aq,Hameenjarvi,-167.923490088427
Aq,Hameenjarvi,-185.86258170618
Aq,Hameenjarvi,-184.973220018005
Aq,Hameenjarvi,-185.408467354403
Aq,Hameenjarvi,-213.579000198876
Aq,Hameenjarvi,-169.203975685351
Aq,Hameenjarvi,-170.85877868277
Ter,Hameenjarvi,-131.410582023436
Ter,Hameenjarvi,-122.409546322362
Ter,Hameenjarvi,-111.1012915615
Ter,Hameenjarvi,-135.749491198128
Ter,Hameenjarvi,-117.390205222224
Ter,Hameenjarvi,-87.2367983363638
Ter,Hameenjarvi,-127.403419467815
Ter,Hameenjarvi,-134.406398473126
Ter,Hameenjarvi,-119.961478812754
Ter,Hameenjarvi,-128.216560720602
Ter,Hameenjarvi,-114.454214739717
Ter,Hameenjarvi,-131.409261172116
Ter,Hameenjarvi,-105.624295378042
Ter,Hameenjarvi,-112.854719950443
Ter,Hameenjarvi,-115.19083408771
Ter,Hameenjarvi,-127.983580595432
Ter,Hameenjarvi,-122.4250072063
Ter,Hameenjarvi,-119.367681925151
Ter,Hameenjarvi,-117.820682559983
Ter,Hameenjarvi,-77.3662495155234
Ter,Hameenjarvi,-119.773982616488
Ter,Hameenjarvi,-133.967936469296
Ter,Hameenjarvi,-134.192419386199
Ter,Hameenjarvi,-131.481977224127
Ter,Hameenjarvi,-125.898141981216
Ter,Hameenjarvi,-111.626929991294
Ter,Hameenjarvi,-106.407490018192
Ter,Hameenjarvi,-130.297076825689
Ter,Hameenjarvi,-113.01934775327
Ter,Hameenjarvi,-129.325054801714
Ter,Hameenjarvi,-122.237222318544
Ter,Hameenjarvi,-111.419409597847
Ter,Hameenjarvi,-134.412744548505
Ter,Hameenjarvi,-111.050983961351
Ter,Hameenjarvi,-108.859549189983
Ter,Hameenjarvi,-128.882341706858
Ter,Hameenjarvi,-127.874928224772
Ter,Hameenjarvi,-140.246376640938
Ter,Hameenjarvi,-115.912796227479
Ter,Hameenjarvi,-115.056950084402
Ter,Hameenjarvi,-129.661654540528
Ter,Hameenjarvi,-129.582821587546
Ter,Hameenjarvi,-120.625655292411
Ter,Hameenjarvi,-110.346828522806
Ter,Hameenjarvi,-139.162877490259
Ter,Hameenjarvi,-112.775116828503
Ter,Hameenjarvi,-123.630154191154
Ter,Hameenjarvi,-133.903076460491
Ter,Hameenjarvi,-149.8300621798
Ter,Hameenjarvi,-128.268099480873
Ter,Hameenjarvi,-127.810644034502
Ter,Hameenjarvi,-133.358434337721
Ter,Hameenjarvi,-131.204963654311
Ter,Hameenjarvi,-122.504646282219
Ter,Hameenjarvi,-137.674375329252
Ter,Hameenjarvi,-113.165871190772
Ter,Hameenjarvi,-110.266589273474
Ter,Hameenjarvi,-127.793629365121
Ter,Hameenjarvi,-127.278498052916
Ter,Hameenjarvi,-118.827345957526
Ter,Hameenjarvi,-113.441141213546
Ter,Hameenjarvi,-129.751817218315
Ter,Hameenjarvi,-113.428155957166
Ter,Hameenjarvi,-152.126367674278
Ter,Hameenjarvi,-105.620036269238
Ter,Hameenjarvi,-107.644114792108
Ter,Hameenjarvi,-108.727948757684
Ter,Hameenjarvi,-132.46624391237
Ter,Hameenjarvi,-108.293409198823
Ter,Hameenjarvi,-138.796807280716
Ter,Hameenjarvi,-103.842723246589
Ter,Hameenjarvi,-114.769516835268
Ter,Hameenjarvi,-117.731954238125
Ter,Hameenjarvi,-118.556949093059
Ter,Hameenjarvi,-100.963921023472
Ter,Hameenjarvi,-109.322615866944
Ter,Hameenjarvi,-123.861352181475
Ter,Hameenjarvi,-134.615729306311
Ter,Hameenjarvi,-121.201000480837
Ter,Hameenjarvi,-126.595466559521
Ter,Hameenjarvi,-121.119836705795
Ter,Hameenjarvi,-123.777455692441
Ter,Hameenjarvi,-128.014744167021
Ter,Hameenjarvi,-114.615803672267
Ter,Hameenjarvi,-117.607142588975
Ter,Hameenjarvi,-125.969347182589
Ter,Hameenjarvi,-118.791036049504
Ter,Hameenjarvi,-120.230178102092
Ter,Hameenjarvi,-114.188131151887
Ter,Hameenjarvi,-129.82080241516
Ter,Hameenjarvi,-133.857774001177
Ter,Hameenjarvi,-147.175645097055
Ter,Hameenjarvi,-96.9997253415079
Ter,Hameenjarvi,-127.224887503123
Ter,Hameenjarvi,-128.558594192037
Ter,Hameenjarvi,-117.153518371915
Ter,Hameenjarvi,-130.621466847258
Ter,Hameenjarvi,-118.589017216881
Ter,Hameenjarvi,-125.474822320459
Ter,Hameenjarvi,-136.16100967985
Aq,Hiidenvesi,-188.988069393957
Aq,Hiidenvesi,-173.39187462936
Aq,Hiidenvesi,-151.239258364604
Aq,Hiidenvesi,-233.456978948815
Aq,Hiidenvesi,-204.471420141902
Aq,Hiidenvesi,-139.284460062884
Aq,Hiidenvesi,-163.348786239991
Aq,Hiidenvesi,-198.696375826712
Aq,Hiidenvesi,-212.381805387922
Aq,Hiidenvesi,-190.743164522346
Aq,Hiidenvesi,-134.174499901441
Aq,Hiidenvesi,-225.032017442845
Aq,Hiidenvesi,-218.171659143757
Aq,Hiidenvesi,-152.199272716744
Aq,Hiidenvesi,-194.347075924603
Aq,Hiidenvesi,-218.81935238829
Aq,Hiidenvesi,-156.722070884271
Aq,Hiidenvesi,-164.984480247384
Aq,Hiidenvesi,-168.917488369663
Aq,Hiidenvesi,-204.573717683762
Aq,Hiidenvesi,-172.708801177135
Aq,Hiidenvesi,-186.246643496386
Aq,Hiidenvesi,-187.30782759922
Aq,Hiidenvesi,-190.693695575531
Aq,Hiidenvesi,-180.512229726758
Aq,Hiidenvesi,-187.942224153168
Aq,Hiidenvesi,-148.634380956381
Aq,Hiidenvesi,-203.927587247452
Aq,Hiidenvesi,-178.274317907114
Aq,Hiidenvesi,-210.113678384047
Aq,Hiidenvesi,-170.474239196816
Aq,Hiidenvesi,-204.455947313664
Aq,Hiidenvesi,-146.499282835967
Aq,Hiidenvesi,-168.489453727799
Aq,Hiidenvesi,-190.613969759255
Aq,Hiidenvesi,-181.1309824009
Aq,Hiidenvesi,-193.157082910091
Aq,Hiidenvesi,-209.471547997823
Aq,Hiidenvesi,-173.777268588143
Aq,Hiidenvesi,-207.257006459941
Aq,Hiidenvesi,-174.747034080245
Aq,Hiidenvesi,-217.935414644501
Aq,Hiidenvesi,-168.725997334925
Aq,Hiidenvesi,-212.500811588715
Aq,Hiidenvesi,-188.606173757509
Aq,Hiidenvesi,-185.27527797308
Aq,Hiidenvesi,-186.784949891634
Aq,Hiidenvesi,-135.613321784866
Aq,Hiidenvesi,-158.928446413505
Aq,Hiidenvesi,-189.306450649813
Aq,Hiidenvesi,-227.186170989623
Aq,Hiidenvesi,-215.914198777089
Aq,Hiidenvesi,-191.185286678493
Aq,Hiidenvesi,-198.244031508391
Aq,Hiidenvesi,-204.6064487366
Aq,Hiidenvesi,-185.856547046556
Aq,Hiidenvesi,-183.75037129966
Aq,Hiidenvesi,-209.96369183923
Aq,Hiidenvesi,-171.905138571984
Aq,Hiidenvesi,-173.333584406916
Aq,Hiidenvesi,-185.476969485597
Aq,Hiidenvesi,-184.608999415643
Aq,Hiidenvesi,-167.512339338312
Aq,Hiidenvesi,-172.419485267469
Aq,Hiidenvesi,-143.618541983752
Aq,Hiidenvesi,-169.484593914843
Aq,Hiidenvesi,-172.554494888621
Aq,Hiidenvesi,-206.670370234934
Aq,Hiidenvesi,-205.642233342737
Aq,Hiidenvesi,-167.125918219469
Aq,Hiidenvesi,-142.298238568876
Aq,Hiidenvesi,-164.059574945435
Aq,Hiidenvesi,-163.945235572719
Aq,Hiidenvesi,-193.524263421815
Aq,Hiidenvesi,-255.351379149097
Aq,Hiidenvesi,-203.743487149301
Aq,Hiidenvesi,-186.708615460417
Aq,Hiidenvesi,-148.147084182525
Aq,Hiidenvesi,-215.946194451174
Aq,Hiidenvesi,-174.63232585475
Aq,Hiidenvesi,-185.522056932623
Aq,Hiidenvesi,-188.981809777192
Aq,Hiidenvesi,-176.017093227557
Aq,Hiidenvesi,-188.449595317407
Aq,Hiidenvesi,-168.169351001148
Aq,Hiidenvesi,-199.772180481548
Aq,Hiidenvesi,-143.459718353643
Aq,Hiidenvesi,-188.293258058489
Aq,Hiidenvesi,-179.491325846346
Aq,Hiidenvesi,-212.719400240169
Aq,Hiidenvesi,-184.217103363885
Aq,Hiidenvesi,-163.492433454601
Aq,Hiidenvesi,-216.464862249546
Aq,Hiidenvesi,-182.062388209558
Aq,Hiidenvesi,-179.172626456189
Aq,Hiidenvesi,-227.781319312513
Aq,Hiidenvesi,-202.204465669832
Aq,Hiidenvesi,-179.437189874182
Aq,Hiidenvesi,-167.411674218689
Aq,Hiidenvesi,-195.648041427504
Ter,Hiidenvesi,-101.50738111641
Ter,Hiidenvesi,-124.061330569258
Ter,Hiidenvesi,-107.088268590034
Ter,Hiidenvesi,-102.059165715839
Ter,Hiidenvesi,-116.701826001551
Ter,Hiidenvesi,-116.447036719639
Ter,Hiidenvesi,-116.577689417159
Ter,Hiidenvesi,-114.764706564042
Ter,Hiidenvesi,-117.63774960518
Ter,Hiidenvesi,-101.827731917391
Ter,Hiidenvesi,-105.548958699462
Ter,Hiidenvesi,-128.772485064856
Ter,Hiidenvesi,-107.197795797239
Ter,Hiidenvesi,-108.315017349239
Ter,Hiidenvesi,-114.582620299011
Ter,Hiidenvesi,-100.62513440696
Ter,Hiidenvesi,-116.696767874806
Ter,Hiidenvesi,-99.9337380623548
Ter,Hiidenvesi,-113.840447966897
Ter,Hiidenvesi,-134.521557909843
Ter,Hiidenvesi,-119.431972328958
Ter,Hiidenvesi,-112.645958981847
Ter,Hiidenvesi,-144.178545544035
Ter,Hiidenvesi,-140.103381745606
Ter,Hiidenvesi,-111.348774603892
Ter,Hiidenvesi,-115.770540687387
Ter,Hiidenvesi,-119.660973243608
Ter,Hiidenvesi,-125.977801058023
Ter,Hiidenvesi,-97.0704157165675
Ter,Hiidenvesi,-117.992931846896
Ter,Hiidenvesi,-138.785926664751
Ter,Hiidenvesi,-122.167993426143
Ter,Hiidenvesi,-118.177212615883
Ter,Hiidenvesi,-114.5619973258
Ter,Hiidenvesi,-107.075437069913
Ter,Hiidenvesi,-110.136918789692
Ter,Hiidenvesi,-134.291373534479
Ter,Hiidenvesi,-107.272600685182
Ter,Hiidenvesi,-117.601658924267
Ter,Hiidenvesi,-118.512682873131
Ter,Hiidenvesi,-109.205462390426
Ter,Hiidenvesi,-119.257813710328
Ter,Hiidenvesi,-93.3664301939527
Ter,Hiidenvesi,-110.040652766207
Ter,Hiidenvesi,-119.242625048754
Ter,Hiidenvesi,-113.42234720242
Ter,Hiidenvesi,-134.416163860296
Ter,Hiidenvesi,-109.034841189387
Ter,Hiidenvesi,-129.771140512365
Ter,Hiidenvesi,-123.054986933503
Ter,Hiidenvesi,-110.729684453504
Ter,Hiidenvesi,-99.8603067517565
Ter,Hiidenvesi,-120.779566508186
Ter,Hiidenvesi,-108.110532884037
Ter,Hiidenvesi,-113.168065326867
Ter,Hiidenvesi,-96.5730949962689
Ter,Hiidenvesi,-110.402955060021
Ter,Hiidenvesi,-117.317955699983
Ter,Hiidenvesi,-111.050649858541
Ter,Hiidenvesi,-106.593689226422
Ter,Hiidenvesi,-110.930072648674
Ter,Hiidenvesi,-126.281003594666
Ter,Hiidenvesi,-95.9896983719608
Ter,Hiidenvesi,-114.349807242715
Ter,Hiidenvesi,-99.2558366477717
Ter,Hiidenvesi,-118.965108850892
Ter,Hiidenvesi,-132.082702154792
Ter,Hiidenvesi,-144.421132268662
Ter,Hiidenvesi,-128.024328909115
Ter,Hiidenvesi,-110.392415132089
Ter,Hiidenvesi,-88.0924781431276
Ter,Hiidenvesi,-113.675725434481
Ter,Hiidenvesi,-112.993972742839
Ter,Hiidenvesi,-110.576570064756
Ter,Hiidenvesi,-101.680631048905
Ter,Hiidenvesi,-129.332900612425
Ter,Hiidenvesi,-114.734757597396
Ter,Hiidenvesi,-133.364689032347
Ter,Hiidenvesi,-107.717311895479
Ter,Hiidenvesi,-124.974089998682
Ter,Hiidenvesi,-128.936327347586
Ter,Hiidenvesi,-111.210408712694
Ter,Hiidenvesi,-106.808430499772
Ter,Hiidenvesi,-105.455150598162
Ter,Hiidenvesi,-96.2888041445857
Ter,Hiidenvesi,-98.9919602164106
Ter,Hiidenvesi,-99.9954346026405
Ter,Hiidenvesi,-131.396827932007
Ter,Hiidenvesi,-102.270299195798
Ter,Hiidenvesi,-107.446082265299
